index,specimen,time,x,yOrig,yTrans,rho,hit_miss_y
184,2,84.83838384,1.258693856,9070.89051,39.66752397,0.949681593,1
185,2,85.84848485,1.272863284,9089.429434,39.6914393,0.949681593,1
186,2,86.85858586,1.287032712,9496.658348,40.2080069,0.949681593,1
187,2,87.86868687,1.30120214,9981.159159,40.80194142,0.949681593,1
188,2,88.87878788,1.315371568,10352.62782,41.24321228,0.949681593,1
189,2,89.88888889,1.329540996,11311.14059,42.33074685,0.949681593,1
190,2,90.8989899,1.343710424,11123.62236,42.12343262,0.949681593,1
191,2,91.90909091,1.357879851,11257.44781,42.27164376,0.949681593,1
192,2,92.91919192,1.372049279,11686.76443,42.73859358,0.949681593,1
193,2,93.92929293,1.386218707,11748.76586,42.80499016,0.949681593,1
194,2,94.93939394,1.400388135,12471.2598,43.56046502,0.949681593,1
195,2,95.94949495,1.414557563,12699.8382,43.79281147,0.949681593,1
196,2,96.95959596,1.428726991,13123.03365,44.21504637,0.949681593,1
197,2,97.96969697,1.442896419,13155.5956,44.24712032,0.949681593,1
198,2,98.97979798,1.457065847,13268.71386,44.35809493,0.949681593,1
199,2,99.98989899,1.471235275,13973.11142,45.0340354,0.949681593,1
200,2,101,1.485404703,14702.3019,45.70805098,0.949681593,1
201,3,1,-0.201503467,1,0,0.956825747,0
202,3,2.01010101,-0.190010834,0.380223138,-0.851065841,0.956825747,0
203,3,3.02020202,-0.178518201,11.7818542,3.505111949,0.956825747,0
204,3,4.03030303,-0.167025569,0.699825679,-0.34026512,0.956825747,0
205,3,5.04040404,-0.155532936,3.541239031,1.507141252,0.956825747,0
206,3,6.050505051,-0.144040304,1.47924946,0.412979231,0.956825747,0
207,3,7.060606061,-0.132547671,1.378953776,0.335675797,0.956825747,0
208,3,8.070707071,-0.121055039,0.000506946,-3.226200883,0.956825747,0
209,3,9.080808081,-0.109562406,0.839606248,-0.170760428,0.956825747,0
210,3,10.09090909,-0.098069774,0.346773256,-0.921118016,0.956825747,0
211,3,11.1010101,-0.086577141,5.436363672,2.146480371,0.956825747,0
212,3,12.11111111,-0.075084509,0.263960661,-1.11875564,0.956825747,0
213,3,13.12121212,-0.063591876,0.602105755,-0.474110028,0.956825747,0
214,3,14.13131313,-0.052099243,0.565350578,-0.528569745,0.956825747,0
215,3,15.14141414,-0.040606611,16.53987823,4.196530368,0.956825747,0
216,3,16.15151515,-0.029113978,NA,NA,0.956825747,1
217,3,17.16161616,-0.017621346,4.204232082,1.754272527,0.956825747,0
218,3,18.17171717,-0.006128713,2.765943429,1.170839513,0.956825747,0
219,3,19.18181818,0.005363919,0.85272823,-0.155936548,0.956825747,0
220,3,20.19191919,0.016856552,9.44619024,3.087637361,0.956825747,0
221,3,21.2020202,0.028349184,1.316480902,0.285426097,0.956825747,0
222,3,22.21212121,0.039841817,11.2987005,3.424070442,0.956825747,0
223,3,23.22222222,0.051334449,8.653750623,2.928859807,0.956825747,0
224,3,24.23232323,0.062827082,8.572879845,2.912067156,0.956825747,0
225,3,25.24242424,0.074319715,2.066978192,0.802148345,0.956825747,0
226,3,26.25252525,0.085812347,8.697217055,2.937838233,0.956825747,0
227,3,27.26262626,0.09730498,5.193369844,2.074695391,0.956825747,0
228,3,28.27272727,0.108797612,15.02704553,3.99454803,0.956825747,0
229,3,29.28282828,0.120290245,6.73440506,2.494659619,0.956825747,0
230,3,30.29292929,0.131782877,9.65367034,3.127593829,0.956825747,0
231,3,31.3030303,0.14327551,21.38387511,4.763881324,0.956825747,0
232,3,32.31313131,0.154768142,13.47751633,3.771635426,0.956825747,0
233,3,33.32323232,0.166260775,7.061358037,2.57450948,0.956825747,0
234,3,34.33333333,0.177753407,57.32329276,7.346890743,0.956825747,0
235,3,35.34343434,0.18924604,12.45391181,3.61389852,0.956825747,0
236,3,36.35353535,0.200738673,56.79629445,7.3193681,0.956825747,0
237,3,37.36363636,0.212231305,42.74638293,6.505199035,0.956825747,0
238,3,38.37373737,0.223723938,71.45950562,8.024525312,0.956825747,0
239,3,39.38383838,0.23521657,108.5613772,9.426412773,0.956825747,0
240,3,40.39393939,0.246709203,86.94464277,8.662369106,0.956825747,0
241,3,41.4040404,0.258201835,41.46540453,6.421678619,0.956825747,0
242,3,42.41414141,0.269694468,201.0612401,11.80355,0.956825747,1
243,3,43.42424242,0.2811871,76.96079191,8.261745526,0.956825747,0
244,3,44.43434343,0.292679733,179.8266497,11.34318921,0.956825747,1
245,3,45.44444444,0.304172366,121.5647521,9.833666523,0.956825747,0
246,3,46.45454545,0.315664998,187.1290778,11.50577681,0.956825747,1
247,3,47.46464646,0.327157631,348.9892145,14.29310404,0.956825747,1
248,3,48.47474747,0.338650263,305.2102178,13.65342902,0.956825747,1
249,3,49.48484848,0.350142896,359.765671,14.44148798,0.956825747,1
250,3,50.49494949,0.361635528,271.4012681,13.11186042,0.956825747,1
251,3,51.50505051,0.373128161,353.1415968,14.3506702,0.956825747,1
252,3,52.51515152,0.384620793,371.0220618,14.59305515,0.956825747,1
253,3,53.52525253,0.396113426,408.7396047,15.07764821,0.956825747,1
254,3,54.53535354,0.407606058,434.7030195,15.3925534,0.956825747,1
255,3,55.54545455,0.419098691,457.9324971,15.66286279,0.956825747,1
256,3,56.55555556,0.430591324,458.5601839,15.67002654,0.956825747,1
257,3,57.56565657,0.442083956,521.311523,16.35267464,0.956825747,1
258,3,58.57575758,0.453576589,543.8954302,16.58364979,0.956825747,1
259,3,59.58585859,0.465069221,581.691004,16.95500489,0.956825747,1
260,3,60.5959596,0.476561854,590.5523624,17.03950834,0.956825747,1
261,3,61.60606061,0.488054486,634.3586468,17.44416713,0.956825747,1
262,3,62.61616162,0.499547119,673.6294169,17.78993369,0.956825747,1
263,3,63.62626263,0.511039751,702.6298444,18.03593969,0.956825747,1
264,3,64.63636364,0.522532384,674.3546944,17.79617946,0.956825747,1
265,3,65.64646465,0.534025016,759.1509393,18.49485777,0.956825747,1
266,3,66.65656566,0.545517649,760.3309245,18.50416865,0.956825747,1
267,3,67.66666667,0.557010282,865.1136098,19.29196191,0.956825747,1
268,3,68.67676768,0.568502914,856.3006265,19.22847548,0.956825747,1
269,3,69.68686869,0.579995547,928.9952631,19.73857801,0.956825747,1
270,3,70.6969697,0.591488179,987.0005889,20.12508339,0.956825747,1
271,3,71.70707071,0.602980812,1038.258361,20.45305737,0.956825747,1
272,3,72.71717172,0.614473444,1152.869424,21.14575131,0.956825747,1
273,3,73.72727273,0.625966077,1158.216687,21.17681823,0.956825747,1
274,3,74.73737374,0.637458709,1094.095356,20.79714526,0.956825747,1
275,3,75.74747475,0.648951342,1198.471709,21.40739634,0.956825747,1
276,3,76.75757576,0.660443974,1302.585027,21.97859412,0.956825747,1
277,3,77.76767677,0.671936607,1301.41617,21.97236975,0.956825747,1
278,3,78.77777778,0.68342924,1409.519096,22.53155772,0.956825747,1
279,3,79.78787879,0.694921872,1491.118705,22.9332487,0.956825747,1
280,3,80.7979798,0.706414505,1433.400287,22.65083733,0.956825747,1
281,3,81.80808081,0.717907137,1492.999325,22.94231515,0.956825747,1
282,3,82.81818182,0.72939977,1565.646613,23.28633743,0.956825747,1
283,3,83.82828283,0.740892402,1551.549844,23.22050718,0.956825747,1
284,3,84.83838384,0.752385035,1665.252306,23.73956561,0.956825747,1
285,3,85.84848485,0.763877667,1674.568864,23.78093606,0.956825747,1
286,3,86.85858586,0.7753703,1783.403682,24.25220695,0.956825747,1
287,3,87.86868687,0.786862933,1858.395247,24.56484542,0.956825747,1
288,3,88.87878788,0.798355565,1955.407054,24.95590614,0.956825747,1
289,3,89.88888889,0.809848198,2030.093765,25.24743047,0.956825747,1
290,3,90.8989899,0.82134083,2086.75245,25.46340549,0.956825747,1
291,3,91.90909091,0.832833463,2140.300599,25.66362367,0.956825747,1
292,3,92.91919192,0.844326095,2228.550848,25.98575801,0.956825747,1
293,3,93.92929293,0.855818728,2384.854032,26.53414729,0.956825747,1
294,3,94.93939394,0.86731136,2297.579977,26.23129944,0.956825747,1
295,3,95.94949495,0.878803993,2461.243052,26.7926525,0.956825747,1
296,3,96.95959596,0.890296625,2585.494293,27.20088751,0.956825747,1
297,3,97.96969697,0.901789258,2581.322193,27.18741483,0.956825747,1
298,3,98.97979798,0.913281891,2775.689038,27.79889309,0.956825747,1
299,3,99.98989899,0.924774523,2927.382183,28.25474431,0.956825747,1
300,3,101,0.936267156,2917.332184,28.22508364,0.956825747,1
301,4,1,-0.156642443,1,0,0.943754582,0
302,4,2.01010101,-0.140335692,3.138575945,1.340052069,0.943754582,0
303,4,3.02020202,-0.124028941,2.006161028,0.765961552,0.943754582,0
304,4,4.03030303,-0.10772219,1.722716318,0.58586821,0.943754582,0
305,4,5.04040404,-0.091415439,0.585509152,-0.49839154,0.943754582,0
306,4,6.050505051,-0.075108688,0.106110003,-1.682591407,0.943754582,0
307,4,7.060606061,-0.058801937,2.261980057,0.91317223,0.943754582,0
308,4,8.070707071,-0.042495186,1.560971228,0.473184568,0.943754582,0
309,4,9.080808081,-0.026188435,5.022731238,2.022806246,0.943754582,0
310,4,10.09090909,-0.009881684,2.106510212,0.825255404,0.943754582,0
311,4,11.1010101,0.006425067,0.586436134,-0.49702217,0.943754582,0
312,4,12.11111111,0.022731818,2.799604473,1.18678589,0.943754582,0
313,4,13.12121212,0.039038569,5.035605614,2.02676569,0.943754582,0
314,4,14.13131313,0.05534532,5.321553881,2.11286177,0.943754582,0
315,4,15.14141414,0.071652072,19.6848322,4.576705501,0.943754582,0
316,4,16.15151515,0.087958823,0.913630095,-0.089236879,0.943754582,0
317,4,17.16161616,0.104265574,7.297612984,2.630544243,0.943754582,0
318,4,18.17171717,0.120572325,31.21413289,5.674314688,0.943754582,0
319,4,19.18181818,0.136879076,11.42507576,3.445508528,0.943754582,0
320,4,20.19191919,0.153185827,21.14284607,4.738005094,0.943754582,0
321,4,21.2020202,0.169492578,55.09906178,7.229442881,0.943754582,0
322,4,22.21212121,0.185799329,31.75511393,5.717923763,0.943754582,0
323,4,23.22222222,0.20210608,66.10978463,7.780687722,0.943754582,0
324,4,24.23232323,0.218412831,98.64295731,9.09111329,0.943754582,0
325,4,25.24242424,0.234719582,124.1105743,9.909633678,0.943754582,0
326,4,26.25252525,0.251026333,89.50623707,8.759698971,0.943754582,0
327,4,27.26262626,0.267333084,121.8807739,9.843159355,0.943754582,0
328,4,28.27272727,0.283639835,171.9675583,11.16272997,0.943754582,1
329,4,29.28282828,0.299946586,155.4883966,10.7638363,0.943754582,1
330,4,30.29292929,0.316253337,262.3546485,12.95864435,0.943754582,1
331,4,31.3030303,0.332560088,561.0537027,16.7544969,0.943754582,1
332,4,32.31313131,0.348866839,747.0152844,18.39848068,0.943754582,1
333,4,33.32323232,0.365173591,1030.009981,20.40109021,0.943754582,1
334,4,34.33333333,0.381480342,643.9062459,17.52963796,0.943754582,1
335,4,35.34343434,0.397787093,822.5096484,18.98054009,0.943754582,1
336,4,36.35353535,0.414093844,906.6566942,19.58502659,0.943754582,1
337,4,37.36363636,0.430400595,1176.831734,21.28415928,0.943754582,1
338,4,38.37373737,0.446707346,805.2490023,18.85101363,0.943754582,1
339,4,39.38383838,0.463014097,1070.150524,20.65119628,0.943754582,1
340,4,40.39393939,0.479320848,1161.736568,21.19721119,0.943754582,1
341,4,41.4040404,0.495627599,1358.094112,22.26960634,0.943754582,1
342,4,42.41414141,0.51193435,1314.036597,22.03936112,0.943754582,1
343,4,43.42424242,0.528241101,1573.613197,23.32334927,0.943754582,1
344,4,44.43434343,0.544547852,1672.662091,23.77248268,0.943754582,1
345,4,45.44444444,0.560854603,1873.478978,24.62661228,0.943754582,1
346,4,46.45454545,0.577161354,2051.781197,25.33061356,0.943754582,1
347,4,47.46464646,0.593468105,2077.179609,25.42721824,0.943754582,1
348,4,48.47474747,0.609774856,2175.659232,25.79383447,0.943754582,1
349,4,49.48484848,0.626081607,2318.749078,26.30551921,0.943754582,1
350,4,50.49494949,0.642388358,2769.382444,27.77955139,0.943754582,1
351,4,51.50505051,0.65869511,2824.836595,27.94853521,0.943754582,1
352,4,52.51515152,0.675001861,2977.164873,28.40058226,0.943754582,1
353,4,53.52525253,0.691308612,3147.791962,28.88730947,0.943754582,1
354,4,54.53535354,0.707615363,3358.030291,29.46122594,0.943754582,1
355,4,55.54545455,0.723922114,3537.22847,29.93004508,0.943754582,1
356,4,56.55555556,0.740228865,3609.277208,30.11365627,0.943754582,1
357,4,57.56565657,0.756535616,3897.20152,30.8217591,0.943754582,1
358,4,58.57575758,0.772842367,4262.995764,31.6682672,0.943754582,1
359,4,59.58585859,0.789149118,4441.821355,32.06290221,0.943754582,1
360,4,60.5959596,0.805455869,4694.584946,32.60138317,0.943754582,1
361,4,61.60606061,0.82176262,4938.546083,33.10139576,0.943754582,1
362,4,62.61616162,0.838069371,5136.275326,33.49358416,0.943754582,1
363,4,63.62626263,0.854376122,5590.574979,34.354605,0.943754582,1
364,4,64.63636364,0.870682873,5474.725998,34.14003896,0.943754582,1
365,4,65.64646465,0.886989624,6039.90351,35.15732887,0.943754582,1
366,4,66.65656566,0.903296375,6428.828367,35.81765168,0.943754582,1
367,4,67.66666667,0.919603126,6648.999178,36.1786179,0.943754582,1
368,4,68.67676768,0.935909878,6866.126939,36.5261478,0.943754582,1
369,4,69.68686869,0.952216629,7123.706236,36.9281706,0.943754582,1
370,4,70.6969697,0.96852338,7720.254051,37.82006523,0.943754582,1
371,4,71.70707071,0.984830131,7935.999586,38.13022748,0.943754582,1
372,4,72.71717172,1.001136882,8498.931575,38.91150362,0.943754582,1
373,4,73.72727273,1.017443633,8973.385298,39.54115088,0.943754582,1
374,4,74.73737374,1.033750384,9291.754938,39.95015391,0.943754582,1
375,4,75.74747475,1.050057135,9117.300512,39.72732625,0.943754582,1
376,4,76.75757576,1.066363886,10341.90974,41.23064348,0.943754582,1
377,4,77.76767677,1.082670637,10653.62825,41.5923713,0.943754582,1
378,4,78.77777778,1.098977388,10995.29193,41.98007955,0.943754582,1
379,4,79.78787879,1.115284139,11614.58728,42.66097526,0.943754582,1
380,4,80.7979798,1.13159089,12003.08317,43.07468906,0.943754582,1
381,4,81.80808081,1.147897641,12494.38912,43.5841163,0.943754582,1
382,4,82.81818182,1.164204392,12884.79375,43.9785916,0.943754582,1
383,4,83.82828283,1.180511143,13267.23201,44.35664564,0.943754582,1
384,4,84.83838384,1.196817894,14452.13522,45.4796207,0.943754582,1
385,4,85.84848485,1.213124645,14805.02141,45.80102406,0.943754582,1
386,4,86.85858586,1.229431397,14645.79663,45.65670485,0.943754582,1
387,4,87.86868687,1.245738148,15571.3659,46.48020074,0.943754582,1
